latin_name,status,year
Fratercula corniculata,LC,2009
Fratercula corniculata,LC,2008
Fratercula corniculata,LC,2004
Fratercula corniculata,LR/lc,2000
Fratercula corniculata,LR/lc,1994
Fratercula corniculata,LR/lc,1988
Lagopus lagopus,LC,2016
Lagopus lagopus,LC,2012
Lagopus lagopus,LC,2009
Lagopus lagopus,LC,2008
Lagopus lagopus,LC,2004
Lagopus lagopus,LR/lc,2000
Lagopus lagopus,LR/lc,1994
Lagopus lagopus,LR/lc,1988
Lagopus muta,LC,2016
Lagopus muta,LC,2012
Lagopus muta,LC,2009
Lagopus muta,LC,2008
Lagopus muta,LC,2004
Lagopus muta,LR/lc,2000
Lagopus muta,LR/lc,1994
Lagopus muta,LR/lc,1988
Buteo lagopus,LC,2016
Buteo lagopus,LC,2015
Buteo lagopus,LC,2013
Buteo lagopus,LC,2012
Buteo lagopus,LC,2009
Buteo lagopus,LC,2008
Buteo lagopus,LC,2004
Buteo lagopus,LR/lc,2000
Buteo lagopus,LR/lc,1994
Buteo lagopus,LR/lc,1988
Aquila chrysaetos,LC,2016
Aquila chrysaetos,LC,2015
Aquila chrysaetos,LC,2013
Aquila chrysaetos,LC,2012
Aquila chrysaetos,LC,2009
Aquila chrysaetos,LC,2008
Aquila chrysaetos,LC,2004
Aquila chrysaetos,LR/lc,2000
Aquila chrysaetos,LR/lc,1994
Aquila chrysaetos,LR/lc,1988
Falco rusticolus,LC,2017
Falco rusticolus,LC,2016
Falco rusticolus,LC,2015
Falco rusticolus,LC,2012
Falco rusticolus,LC,2009
Falco rusticolus,LC,2008
Falco rusticolus,LC,2004
Falco rusticolus,LR/lc,2000
Falco rusticolus,LR/lc,1994
Falco rusticolus,NT,1988
Falco peregrinus,LC,2016
Falco peregrinus,LC,2015
Falco peregrinus,LC,2014
Antigone canadensis,LC,2016
Antigone canadensis,LC,2012
Antigone canadensis,LC,2009
Antigone canadensis,LC,2008
Antigone canadensis,LC,2004
Antigone canadensis,LR/lc,2000
Antigone canadensis,LR/lc,1994
Antigone canadensis,LR/lc,1988
Leucogeranus leucogeranus,CR,2016
Leucogeranus leucogeranus,CR,2015
Leucogeranus leucogeranus,CR,2014
Leucogeranus leucogeranus,CR,2013
Leucogeranus leucogeranus,CR,2012
Leucogeranus leucogeranus,CR,2010
Leucogeranus leucogeranus,CR,2009
Leucogeranus leucogeranus,CR,2008
Leucogeranus leucogeranus,CR,2007
Leucogeranus leucogeranus,CR,2006
Leucogeranus leucogeranus,CR,2004
Leucogeranus leucogeranus,CR,2000
Leucogeranus leucogeranus,EN,1996
Leucogeranus leucogeranus,EN,1994
Leucogeranus leucogeranus,T,1988
Bubo scandiacus,VU,2017
Bubo scandiacus,LC,2016
Bubo scandiacus,LC,2015
Bubo scandiacus,LC,2012
Bubo scandiacus,LC,2009
Bubo scandiacus,LC,2008
Bubo scandiacus,LC,2004
Bubo scandiacus,LR/lc,2000
Bubo scandiacus,LR/lc,1994
Bubo scandiacus,LR/lc,1988
Asio flammeus,LC,2016
Asio flammeus,LC,2015
Asio flammeus,LC,2012
Asio flammeus,LC,2009
Asio flammeus,LC,2008
Asio flammeus,LC,2004
Asio flammeus,LR/lc,2000
Asio flammeus,LR/lc,1994
Asio flammeus,LR/lc,1988
Corvus corax,LC,2017
Corvus corax,LC,2016
Corvus corax,LC,2014
Corvus corax,LC,2012
Corvus corax,LC,2009
Corvus corax,LC,2008
Corvus corax,LC,2004
Corvus corax,LR/lc,2000
Corvus corax,LR/lc,1994
Corvus corax,LR/lc,1988
Eremophila alpestris,LC,2017
Eremophila alpestris,LC,2016
Eremophila alpestris,LC,2012
Eremophila alpestris,LC,2009
Eremophila alpestris,LC,2008
Eremophila alpestris,LC,2004
Eremophila alpestris,LR/lc,2000
Eremophila alpestris,LR/lc,1994
Eremophila alpestris,LR/lc,1988
Catharus minimus,LC,2016
Catharus minimus,LC,2012
Catharus minimus,LC,2009
Catharus minimus,LC,2008
Catharus minimus,LC,2004
Catharus minimus,LR/lc,2000
Catharus minimus,NR,1994
Catharus minimus,NR,1988
Turdus iliacus,NT,2017
Turdus iliacus,NT,2016
Turdus iliacus,NT,2015
Turdus iliacus,LC,2012
Turdus iliacus,LC,2009
Turdus iliacus,LC,2008
Turdus iliacus,LC,2004
Turdus iliacus,LR/lc,2000
Turdus iliacus,LR/lc,1994
Turdus iliacus,LR/lc,1988
Cyanecula svecica,LC,2016
Cyanecula svecica,LC,2012
Cyanecula svecica,LC,2009
Cyanecula svecica,LC,2008
Cyanecula svecica,LC,2004
Cyanecula svecica,LR/lc,2000
Cyanecula svecica,LR/lc,1994
Cyanecula svecica,LR/lc,1988
Oenanthe oenanthe,LC,2017
Oenanthe oenanthe,LC,2016
Prunella montanella,LC,2016
Prunella montanella,LC,2015
Prunella montanella,LC,2012
Prunella montanella,LC,2009
Prunella montanella,LC,2008
Prunella montanella,LC,2004
Prunella montanella,LR/lc,2000
Prunella montanella,LR/lc,1994
Prunella montanella,LR/lc,1988
Motacilla alba,LC,2016
Motacilla alba,LC,2014
Motacilla alba,LC,2013
Motacilla alba,LC,2012
Motacilla alba,LC,2009
Motacilla alba,LC,2008
Motacilla alba,LC,2006
Motacilla alba,NR,2004
Motacilla alba,NR,2000
Motacilla alba,NR,1994
Motacilla alba,NR,1988
Motacilla tschutschensis,LC,2017
Motacilla tschutschensis,LC,2016
Motacilla citreola,LC,2016
Motacilla citreola,LC,2015
Motacilla citreola,LC,2012
Motacilla citreola,LC,2009
Motacilla citreola,LC,2008
Motacilla citreola,LC,2004
Motacilla citreola,LR/lc,2000
Motacilla citreola,LR/lc,1994
Motacilla citreola,LR/lc,1988
Anthus rubescens,LC,2017
Anthus rubescens,LC,2016
Anthus rubescens,LC,2013
Anthus rubescens,LC,2012
Anthus rubescens,LC,2009
Anthus rubescens,LC,2008
Anthus rubescens,LC,2004
Anthus rubescens,LR/lc,2000
Anthus rubescens,LR/lc,1994
Anthus rubescens,LR/lc,1988
Anthus pratensis,NT,2017
Anthus pratensis,NT,2016
Anthus pratensis,NT,2015
Anthus pratensis,LC,2012
Anthus pratensis,LC,2009
Anthus pratensis,LC,2008
Anthus pratensis,LC,2004
Anthus pratensis,LR/lc,2000
Anthus pratensis,LR/lc,1994
Anthus pratensis,LR/lc,1988
Anthus cervinus,LC,2017
Anthus cervinus,LC,2016
Anthus cervinus,LC,2012
Anthus cervinus,LC,2009
Anthus cervinus,LC,2008
Anthus cervinus,LC,2004
Anthus cervinus,LR/lc,2000
Anthus cervinus,LR/lc,1994
Anthus cervinus,LR/lc,1988
Anthus petrosus,LC,2016
Anthus petrosus,LC,2012
Anthus petrosus,LC,2009
Anthus petrosus,LC,2008
Anthus petrosus,LC,2004
Anthus petrosus,LR/lc,2000
Anthus petrosus,LR/lc,1994
Anthus petrosus,LR/lc,1988
Acanthis flammea,LC,2016
Acanthis flammea,LC,2013
Acanthis flammea,LC,2012
Emberiza pusilla,LC,2017
Emberiza pusilla,LC,2016
Emberiza pusilla,LC,2015
Emberiza pusilla,LC,2012
Emberiza pusilla,LC,2009
Emberiza pusilla,LC,2008
Emberiza pusilla,LC,2004
Emberiza pusilla,LR/lc,2000
Emberiza pusilla,LR/lc,1994
Emberiza pusilla,LR/lc,1988
Zonotrichia leucophrys,LC,2016
Zonotrichia leucophrys,LC,2012
Zonotrichia leucophrys,LC,2009
Zonotrichia leucophrys,LC,2008
Zonotrichia leucophrys,LC,2004
Zonotrichia leucophrys,LR/lc,2000
Zonotrichia leucophrys,LR/lc,1994
Zonotrichia leucophrys,LR/lc,1988
Passerculus sandwichensis,LC,2016
Passerella arborea,LC,2016
Passerella arborea,LC,2012
Passerella arborea,LC,2009
Passerella arborea,LC,2008
Passerella arborea,LC,2004
Passerella arborea,LR/lc,2000
Passerella arborea,LR/lc,1994
Passerella arborea,LR/lc,1988
Calcarius lapponicus,LC,2017
Calcarius lapponicus,LC,2016
Calcarius lapponicus,LC,2012
Calcarius lapponicus,LC,2009
Calcarius lapponicus,LC,2008
Calcarius lapponicus,LC,2004
Calcarius lapponicus,LR/lc,2000
Calcarius lapponicus,LR/lc,1994
Calcarius lapponicus,LR/lc,1988
Calcarius pictus,LC,2016
Calcarius pictus,LC,2012
Calcarius pictus,LC,2009
Calcarius pictus,LC,2008
Calcarius pictus,LC,2004
Calcarius pictus,LR/lc,2000
Calcarius pictus,LR/lc,1994
Calcarius pictus,LR/lc,1988
Plectrophenax nivalis,LC,2016
Plectrophenax nivalis,LC,2012
Plectrophenax nivalis,LC,2009
Plectrophenax nivalis,LC,2008
Plectrophenax nivalis,LC,2004
Plectrophenax nivalis,LR/lc,2000
Plectrophenax nivalis,LR/lc,1994
Plectrophenax nivalis,LR/lc,1988
Plectrophenax hyperboreus,LC,2016
Plectrophenax hyperboreus,LC,2014
Plectrophenax hyperboreus,NT,2012
Plectrophenax hyperboreus,NT,2008
Plectrophenax hyperboreus,NT,2004
Plectrophenax hyperboreus,LR/nt,2000
Plectrophenax hyperboreus,LR/lc,1994
Plectrophenax hyperboreus,LR/lc,1988
Salamandrella keyserlingii,LC,2008
Salamandrella keyserlingii,LC,2004
Rana amurensis,LC,2008
Rana amurensis,LC,2004
Rana arvalis,LC,2009
Rana arvalis,LC,2004
Ursus maritimus,VU,2015
Ursus maritimus,VU,2008
Ursus maritimus,VU,2006
Ursus maritimus,LR/cd,1996
Ursus maritimus,V,1994
Ursus maritimus,V,1990
Ursus maritimus,V,1988
Ursus maritimus,V,1986
Ursus maritimus,V,1982
Ursus maritimus,NA,1965
Callorhinus ursinus,VU,2015
Callorhinus ursinus,VU,2008
Callorhinus ursinus,VU,1996
Eumetopias jubatus,NT,2016
Eumetopias jubatus,NT,2012
Eumetopias jubatus,EN,2008
Eumetopias jubatus,EN,1996
Eumetopias jubatus,V,1994
Odobenus rosmarus,VU,2016
Odobenus rosmarus,DD,2008
Odobenus rosmarus,LR/lc,1996
Cystophora cristata,VU,2016
Cystophora cristata,VU,2008
Cystophora cristata,LR/lc,1996
Erignathus barbatus,LC,2016
Erignathus barbatus,LC,2008
Erignathus barbatus,LR/lc,1996
Halichoerus grypus,LC,2016
Halichoerus grypus,LC,2008
Halichoerus grypus,LR/lc,1996
Phoca largha,LC,2016
Phoca largha,DD,2008
Phoca largha,LR/lc,1996
Phoca vitulina,LC,2016
Phoca vitulina,LC,2008
Phoca vitulina,LR/lc,1996
Pagophilus groenlandicus,LC,2015
Pagophilus groenlandicus,LC,2008
Pagophilus groenlandicus,LR/lc,1996
Histriophoca fasciata,LC,2016
Histriophoca fasciata,DD,2008
Histriophoca fasciata,LR/lc,1996
Histriophoca fasciata,NA,1965
Pusa hispida,LC,2016
Pusa hispida,LC,2008
Pusa hispida,LR/lc,1996
Balaena mysticetus,LC,2012
Balaena mysticetus,LC,2008
Balaena mysticetus,LR/cd,1996
Balaena mysticetus,V,1994
Balaena mysticetus,V,1990
Balaena mysticetus,E,1988
Balaena mysticetus,E,1986
Balaena mysticetus,NA,1965
Eubalaena japonica,EN,2008
Eubalaena japonica,EN,1996
Eubalaena glacialis,EN,2012
Eubalaena glacialis,EN,2008
Balaenoptera musculus,EN,2008
Balaenoptera musculus,EN,1996
Balaenoptera musculus,E,1994
Balaenoptera musculus,E,1990
Balaenoptera musculus,E,1988
Balaenoptera musculus,E,1986
Balaenoptera musculus,NA,1965
Balaenoptera physalus,EN,2013
Balaenoptera physalus,EN,2008
Balaenoptera physalus,EN,1996
Balaenoptera physalus,V,1994
Balaenoptera physalus,V,1990
Balaenoptera physalus,V,1988
Balaenoptera physalus,V,1986
Balaenoptera physalus,NA,1965
Balaenoptera borealis,EN,2008
Balaenoptera borealis,EN,1996
Balaenoptera borealis,V,1994
Balaenoptera acutorostrata,LC,2008
Balaenoptera acutorostrata,LR/nt,1996
Balaenoptera acutorostrata,K,1994
Megaptera novaeangliae,LC,2008
Megaptera novaeangliae,VU,1996
Megaptera novaeangliae,V,1994
Megaptera novaeangliae,V,1990
Megaptera novaeangliae,E,1988
Megaptera novaeangliae,E,1986
Megaptera novaeangliae,NA,1965
Eschrichtius robustus,LC,2008
Eschrichtius robustus,LR/cd,1996
Orcinus orca,DD,2017
Orcinus orca,DD,2013
Orcinus orca,DD,2008
Orcinus orca,LR/cd,1996
Orcinus orca,K,1994
Lagenorhynchus albirostris,LC,2012
Lagenorhynchus albirostris,LC,2008
Lagenorhynchus albirostris,LR/lc,1996
Lagenorhynchus albirostris,K,1994
Globicephala melas,DD,2008
Globicephala melas,LR/lc,1996
Globicephala melas,K,1994
Lagenorhynchus acutus,LC,2008
Lagenorhynchus acutus,LR/lc,1996
Lagenorhynchus acutus,K,1994
Delphinapterus leucas,LC,2017
Delphinapterus leucas,NT,2012
Delphinapterus leucas,NT,2008
Delphinapterus leucas,VU,1996
Delphinapterus leucas,K,1994
Delphinapterus leucas,K,1990
Delphinapterus leucas,K,1988
Monodon monoceros,LC,2017
Monodon monoceros,NT,2012
Monodon monoceros,NT,2008
Monodon monoceros,DD,1996
Monodon monoceros,K,1994
Monodon monoceros,K,1990
Monodon monoceros,K,1988
Phocoena phocoena,LC,2008
Phocoena phocoena,VU,1996
Phocoena phocoena,K,1994
Phocoena phocoena,K,1990
Phocoena phocoena,K,1988
Phocoenoides dalli,LC,2012
Phocoenoides dalli,LC,2008
Phocoenoides dalli,LR/cd,1996
Phocoenoides dalli,K,1994
Physeter macrocephalus,VU,2008
Physeter macrocephalus,VU,1996
Physeter macrocephalus,K,1994
Berardius bairdii,DD,2008
Berardius bairdii,LR/cd,1996
Berardius bairdii,K,1994
Mesoplodon stejnegeri,DD,2008
Mesoplodon stejnegeri,DD,1996
Mesoplodon stejnegeri,K,1994
Ziphius cavirostris,LC,2008
Ziphius cavirostris,DD,1996
Ziphius cavirostris,K,1994
Hyperoodon ampullatus,DD,2008
Hyperoodon ampullatus,LR/cd,1996
Hyperoodon ampullatus,K,1994
Hyperoodon ampullatus,V,1990
Hyperoodon ampullatus,V,1988
Hyperoodon ampullatus,V,1986
Enhydra lutris,EN,2015
Enhydra lutris,EN,2011
Enhydra lutris,EN,2008
Enhydra lutris,EN,2000
Enhydra lutris,LR/lc,1996
Lethenteron camtschaticum,LC,2013
Lethenteron camtschaticum,LC,2008
Lethenteron reissneri,LC,2008
Petromyzon marinus,LC,2013
Petromyzon marinus,LC,2008
Petromyzon marinus,LR/lc,1996
Acipenser baerii,EN,2010
Acipenser baerii,VU,1996
Acipenser ruthenus,VU,2010
Acipenser ruthenus,VU,1996
Acipenser sturio,CR,2010
Acipenser sturio,CR,1996
Acipenser sturio,E,1994
Acipenser sturio,E,1990
Acipenser sturio,E,1988
Anguilla anguilla,CR,2014
Anguilla anguilla,CR,2010
Anguilla anguilla,CR,2008
Anguilla rostrata,EN,2017
Anguilla rostrata,EN,2014
Alosa sapidissima,LC,2013
Hypomesus olidus,LC,2013
Hypomesus olidus,LC,2008
Osmerus eperlanus,LC,2008
Osmerus eperlanus,DD,1996
Osmerus mordax,LC,2013
Abramis brama,LC,2008
Carassius carassius,LC,2008
Carassius carassius,LR/lc,1996
Couesius plumbeus,LC,2013
Leuciscus idus,LC,2008
Leuciscus idus,LR/lc,1996
Leuciscus leuciscus,LC,2008
Leuciscus leuciscus,LR/lc,1996
Notropis hudsonius,LC,2013
Chrosomus neogaeus,LC,2013
Chrosomus neogaeus,LC,2010
Phoxinus phoxinus,LC,2008
Phoxinus phoxinus,LR/lc,1996
Platygobio gracilis,LC,2013
Rhynchocypris czekanowskii,LC,2009
Rhynchocypris czekanowskii,LC,2008
Rhynchocypris percnurus,LC,2008
Rhynchocypris percnurus,DD,1996
Rutilus rutilus,LC,2008
Rutilus rutilus,LR/lc,1996
Catostomus catostomus,LC,2014
Catostomus commersonii,LC,2013
Barbatula barbatula,LC,2008
Barbatula barbatula,LR/lc,1996
Esox lucius,LC,2013
Esox lucius,LC,2008
Dallia pectoralis,LC,2013
Coregonus albula,LC,2011
Coregonus albula,LC,2008
Coregonus albula,DD,1996
Coregonus artedi,LR/lc,1996
Coregonus artedi,R,1994
Coregonus artedi,R,1990
Coregonus artedi,R,1988
Coregonus autumnalis,LC,2008
Coregonus autumnalis,LR/lc,1996
Coregonus lavaretus,DD,1996
Coregonus muksun,LC,2008
Coregonus nasus,LC,2008
Coregonus nasus,DD,1996
Coregonus peled,LC,2008
Coregonus peled,DD,1996
Coregonus pidschian,LC,2008
Coregonus pidschian,DD,1996
Coregonus sardinella,LC,2008
Hucho taimen,VU,2013
Hucho taimen,VU,2012
Oncorhynchus nerka,LC,2011
Oncorhynchus nerka,LC,2008
Salmo salar,LR/lc,1996
Salmo trutta,LC,2008
Salmo trutta,LR/lc,1996
Salvelinus alpinus,LC,2008
Salvelinus alpinus,LR/lc,1996
Salvelinus boganidae,LC,2009
Salvelinus tolmachoffi,EN,2009
Salvethymus svetovidovi,VU,1996
Stenodus leucichthys,EW,2008
Stenodus leucichthys,DD,1996
Thymallus arcticus,LC,2008
Thymallus thymallus,LC,2008
Thymallus thymallus,LR/lc,1996
Percopsis omiscomaycus,LC,2013
Gadus morhua,VU,1996
Lota lota,LC,2013
Lota lota,LC,2008
Culaea inconstans,LC,2013
Culaea inconstans,LC,2010
Gasterosteus aculeatus,LC,2015
Gasterosteus aculeatus,LC,2013
Gasterosteus aculeatus,LC,2010
Gasterosteus aculeatus,LC,2008
Gasterosteus aculeatus,LR/lc,1996
Pungitius pungitius,LC,2013
Pungitius pungitius,LC,2008
Pungitius pungitius,LR/lc,1996
Cottus aleuticus,LC,2013
Cottus bairdii,LC,2013
Cottus cognatus,LC,2013
Cottus gobio,LC,2008
Cottus gobio,LR/lc,1996
Cottus poecilopus,LC,2008
Cottus poecilopus,LR/lc,1996
Cottus ricei,LC,2013
Myoxocephalus thompsonii,LC,2013
Gymnocephalus cernua,LC,2008
Gymnocephalus cernua,LR/lc,1996
Perca fluviatilis,LC,2008
Perca fluviatilis,LR/lc,1996
Sander lucioperca,LC,2008
Sander lucioperca,LR/lc,1996
Sander vitreus,LC,2013
Somniosus microcephalus,NT,2006
Amblyraja hyperborea,LC,2016
Amblyraja hyperborea,LC,2007
Benthosema glaciale,LC,2015
Triglopsis quadricornis,LC,2013
Triglopsis quadricornis,LC,2008
Triglopsis quadricornis,LR/lc,1996
Triglopsis quadricornis,V,1994
Triglopsis quadricornis,V,1990
Lycodes jugoricus,LC,2010
Lycodes paamiuti,LC,2010
Liopsetta glacialis,LC,2008
Platichthys stellatus,LC,2013
Sorex tundrensis,LC,2016
Sorex tundrensis,LC,2008
Sorex tundrensis,LR/lc,1996
Sorex ugyunak,LC,2016
Sorex ugyunak,LC,2008
Sorex ugyunak,LR/lc,1996
Sorex pribilofensis,EN,2008
Sorex pribilofensis,EN,1996
Sorex jacksoni,LC,2016
Sorex jacksoni,LC,2008
Sorex jacksoni,EN,1996
Sorex portenkoi,DD,2016
Sorex portenkoi,DD,2008
Sorex portenkoi,LR/lc,1996
Lepus othus,LC,2008
Lepus othus,LR/lc,1996
Lepus othus,K,1994
Lepus arcticus,LC,2008
Lepus arcticus,LR/lc,1996
Marmota broweri,LC,2016
Marmota broweri,LC,2008
Marmota broweri,LR/lc,1996
Urocitellus parryii,LC,2016
Urocitellus parryii,LC,2008
Urocitellus parryii,LR/lc,2000
Urocitellus parryii,LR/lc,1996
Dicrostonyx groenlandicus,LC,2016
Dicrostonyx groenlandicus,LC,2008
Dicrostonyx groenlandicus,LR/lc,1996
Dicrostonyx hudsonius,LC,2016
Dicrostonyx hudsonius,LC,2008
Dicrostonyx hudsonius,LR/lc,1996
Dicrostonyx nelsoni,LC,2016
Dicrostonyx nelsoni,LC,2008
Dicrostonyx nelsoni,LR/lc,1996
Dicrostonyx richardsoni,LC,2016
Dicrostonyx richardsoni,LC,2008
Dicrostonyx richardsoni,LR/lc,1996
Dicrostonyx torquatus,LC,2016
Dicrostonyx torquatus,LC,2008
Dicrostonyx torquatus,LR/lc,1996
Dicrostonyx vinogradovi,DD,2016
Dicrostonyx vinogradovi,DD,2008
Dicrostonyx vinogradovi,CR,1996
Lemmus lemmus,LC,2008
Lemmus lemmus,LR/lc,1996
Lemmus trimucronatus,LC,2016
Lemmus trimucronatus,LC,2008
Microtus miurus,LC,2016
Microtus miurus,LC,2008
Microtus miurus,LR/lc,1996
Microtus oeconomus,LC,2016
Microtus oeconomus,LC,2008
Microtus oeconomus,LC,2002
Microtus oeconomus,LR/nt,1996
Rangifer tarandus,VU,2016
Rangifer tarandus,LC,2008
Rangifer tarandus,LR/lc,1996
Rangifer tarandus,NA,1965
Ovibos moschatus,LC,2008
Ovibos moschatus,LR/lc,1996
Canis lupus,LC,2010
Canis lupus,LC,2008
Canis lupus,LC,2004
Canis lupus,LR/lc,1996
Canis lupus,V,1994
Canis lupus,V,1990
Canis lupus,V,1988
Canis lupus,V,1986
Canis lupus,V,1982
Vulpes lagopus,LC,2014
Vulpes lagopus,LC,2008
Vulpes lagopus,LC,2004
Vulpes lagopus,LR/lc,1996
Ursus arctos,LC,2017
Ursus arctos,LC,2016
Ursus arctos,LC,2008
Ursus arctos,LR/lc,1996
Mustela nivalis,LC,2016
Mustela erminea,LC,2016
Mustela erminea,LC,2008
Mustela erminea,LR/lc,1996
Gulo gulo,LC,2016
Gulo gulo,LC,2009
Gulo gulo,NT,2008
Gulo gulo,VU,1996
Gulo gulo,V,1994
Gulo gulo,V,1990
Gulo gulo,V,1988
